topic,term,beta
4,원전,3.4118999647874865e-155
5,원전,7.343094470981511e-7
6,원전,4.7520087664628734e-12
7,원전,6.389193963235013e-167
8,원전,2.9204060444653965e-168
9,원전,0.00247567931106566
1,보좌관,3.2188275860566747e-91
2,보좌관,1.2965769831570665e-4
3,보좌관,8.955353391307353e-4
4,보좌관,8.94071354369993e-4
5,보좌관,8.064954033667018e-19
6,보좌관,9.065484139847545e-6
7,보좌관,5.554878411157722e-28
8,보좌관,2.329065676254601e-4
9,보좌관,0.001134299037887911
1,공정위,1.6914201519552464e-22
2,공정위,3.3150343923093474e-43
3,공정위,8.666383707312608e-24
4,공정위,2.430019221300977e-25
5,공정위,5.5666196900727234e-191
6,공정위,0.005049548418698339
7,공정위,6.460557033853842e-50
8,공정위,3.577258587208685e-49
9,공정위,6.062509264547253e-27
1,대가,0.002432359461333202
2,대가,2.62282959985079e-7
3,대가,9.209270629097841e-23
4,대가,1.4316276596014818e-5
5,대가,0.008524809227489244
6,대가,1.124663773145596e-12
7,대가,3.318802110033122e-6
8,대가,2.1385460584688506e-28
9,대가,4.2749723909386167e-4
1,금품,0.0023006121520696265
2,금품,3.7355638869320695e-4
3,금품,7.452738293471193e-18
4,금품,1.1544622165213676e-8
5,금품,0.018029068135275907
6,금품,1.386252728067023e-14
7,금품,5.776301782332229e-36
8,금품,7.440050638445926e-20
9,금품,4.523805887201619e-11
1,의리,3.1260893629446178e-133
2,의리,1.963306308455059e-12
3,의리,7.957850999076087e-12
4,의리,5.5188106203818506e-158
5,의리,2.7205266760696007e-156
6,의리,1.8717660670876778e-177
7,의리,1.7524557269652752e-182
8,의리,1.1883268674562613e-178
9,의리,0.0014152218485447665
1,금지,0.012335636759254314
2,금지,0.00493297851837542
3,금지,1.1495429463082434e-6
4,금지,0.004395986140049269
5,금지,0.011798269275488334
6,금지,0.0018636260122630146
7,금지,0.0021306653470594818
8,금지,5.873304960526658e-6
9,금지,0.0014909051396452572
1,면책특권,9.352438226191882e-186
2,면책특권,1.3139523244175899e-39
3,면책특권,5.9885667123615035e-36
4,면책특권,0.002319036666532573
5,면책특권,4.084113978336073e-32
6,면책특권,3.0109200765064584e-187
7,면책특권,2.3548253129182083e-189
8,면책특권,2.0119928886929888e-187
9,면책특권,1.3187505324892087e-102
1,제한,0.0025697790021985308
2,제한,0.0018642928740829994
3,제한,2.3884067574584137e-4
4,제한,0.002008348256465895
5,제한,1.1602953631677687e-4
6,제한,0.004918188584002506
7,제한,0.0015707472666797032
8,제한,4.495047471295568e-4
9,제한,9.221991676675844e-4
1,의혹,1.6401545075027083e-17
2,의혹,0.0032059153844358926
3,의혹,0.013220726212723322
4,의혹,0.011974393758913173
5,의혹,2.3013157547081866e-21
6,의혹,2.1925465619800957e-19
7,의혹,0.012209452467090903
8,의혹,0.009995964871934285
9,의혹,9.082070920790366e-7
1,전수조사,2.863663025101438e-31
2,전수조사,1.15948928309961e-20
3,전수조사,0.00415311348733089
4,전수조사,0.004028790146609474
5,전수조사,1.1176409556121978e-21
6,전수조사,7.341421877388804e-12
7,전수조사,0.0022130409063499243
8,전수조사,2.7065248211426504e-4
9,전수조사,0.0010375961356168945
1,의무,0.007555337568079661
2,의무,5.175065351940364e-4
3,의무,1.1662623879130198e-6
4,의무,0.003931162977532183
5,의무,7.371611057523472e-4
6,의무,6.230517950759299e-4
7,의무,0.003505583083574767
8,의무,8.360761657895925e-4
9,의무,4.410898848515532e-4
1,검찰,9.006968395230789e-18
2,검찰,3.2089660141470496e-16
3,검찰,0.007093556539089775
4,검찰,9.620210531976163e-4
5,검찰,9.042996520834728e-4
6,검찰,0.0035210442931017496
7,검찰,9.086382409385075e-16
8,검찰,0.004037945467492306
9,검찰,0.001366228284982598
1,법무부,8.275882392982964e-11
2,법무부,1.3843934545080869e-4
3,법무부,0.0023716102265387675
4,법무부,7.606048161764498e-4
5,법무부,0.0013343692992426833
6,법무부,0.0034775514632362807
7,법무부,5.656077014558404e-33
8,법무부,0.0032366195640983397
9,법무부,1.1184259232930967e-7
1,국민의힘,6.996800222475281e-39
2,국민의힘,0.0036634553591428534
3,국민의힘,0.004852255523219812
4,국민의힘,1.1386842749225056e-14
5,국민의힘,5.41613963631165e-63
6,국민의힘,1.1700274871441795e-6
7,국민의힘,6.34915272421667e-11
8,국민의힘,0.012766599882741099
9,국민의힘,3.922290529264499e-32
1,제정,0.0013944513467256702
2,제정,0.011580815456606663
3,제정,0.0013201739824823435
4,제정,0.0013137930004303243
5,제정,0.0021177750926973287
6,제정,0.00624266755661913
7,제정,6.241844991658852e-8
8,제정,0.00198708345404039
9,제정,0.0034471878382645047
1,매입,1.825531667818501e-18
2,매입,6.910321836474939e-17
3,매입,3.929684631980228e-9
4,매입,0.0017174811706479381
5,매입,3.295684920276449e-44
6,매입,1.9774210715549805e-34
7,매입,0.008942428618914096
8,매입,9.156055894632297e-4
9,매입,8.726622109938517e-38
1,참여연대,9.968097757730184e-9
2,참여연대,0.0015553797976636155
3,참여연대,2.0829189785860852e-4
4,참여연대,3.330588581485995e-14
5,참여연대,4.948734739937672e-10
6,참여연대,1.8310156600243009e-4
7,참여연대,0.006897166953070833
8,참여연대,6.130649876838182e-5
9,참여연대,1.4039750523478275e-4
1,지역,2.0672562460027938e-13
2,지역,9.241475956578457e-17
3,지역,4.4471920876509505e-4
4,지역,0.0014741644916333987
5,지역,1.2939405363090447e-4
6,지역,2.0103434381384352e-4
7,지역,0.006103585546027899
8,지역,4.1551947920572907e-4
9,지역,3.984872214562678e-4
1,해당,0.007211487773126753
2,해당,0.0029742971138943335
3,해당,5.985395177731997e-5
4,해당,0.0033937895516596792
5,해당,0.0016674683256869365
6,해당,7.45707859522877e-4
7,해당,0.004769425186872913
8,해당,0.004160409383481115
9,해당,5.513220883442674e-4
1,관련,0.014367249714736687
2,관련,0.012561358407731264
3,관련,0.004355474099927721
4,관련,0.005636357355058651
5,관련,0.00610585075046027
6,관련,0.007362643018257253
7,관련,0.009195919029063224
8,관련,0.013139574141558696
9,관련,0.002492665477814937
1,업무,0.014591581183928068
2,업무,0.0030537154267885175
3,업무,1.503759193055569e-17
4,업무,0.0016760218858625216
5,업무,3.547811483880345e-4
6,업무,0.006475731287024738
7,업무,0.006792430391946978
8,업무,8.046325119415617e-4
9,업무,0.0013217845436463947
1,이용,0.0013059134834744863
2,이용,0.0072110577436817775
3,이용,1.3949037648574155e-7
4,이용,0.004803316777355941
5,이용,3.6574472382036875e-4
6,이용,8.452842309663593e-5
7,이용,0.012301276090773725
8,이용,0.001309751590703644
9,이용,6.630491321806798e-4
1,처벌,0.003632626454074458
2,처벌,0.003624376861714641
3,처벌,3.8875821152930645e-4
4,처벌,0.002086606842969206
5,처벌,0.010958147205219216
6,처벌,0.0010136436285295013
7,처벌,0.009124881150109508
8,처벌,3.6611591914268967e-4
9,처벌,0.0022520112216828756
1,정권,2.9857105860918493e-28
2,정권,2.054425598021016e-10
3,정권,0.004447052583670453
4,정권,2.1083894400898665e-4
5,정권,6.529540846832541e-5
6,정권,3.260158912745025e-4
7,정권,4.4510437889715524e-23
8,정권,2.897928913599726e-82
9,정권,2.8648142886384694e-4
1,과정,0.002118095362075178
2,과정,0.0026286359070271798
3,과정,5.03935798502595e-4
4,과정,0.003927054221241932
5,과정,0.003228259525571297
6,과정,0.0021536243051352945
7,과정,0.0013476786346345916
8,과정,0.002104842959889308
9,과정,0.0037953712597909896
1,이해충돌방지법,0.0014000689908686605
2,이해충돌방지법,0.031487201576033415
3,이해충돌방지법,0.00457477368522728
4,이해충돌방지법,0.0022792826628401986
5,이해충돌방지법,0.00243368127235653
6,이해충돌방지법,0.004718526108965762
7,이해충돌방지법,0.002087032942488608
8,이해충돌방지법,0.005816661749675251
9,이해충돌방지법,0.004866139886639836
1,비서관,1.3999592109622286e-47
2,비서관,0.0011151036249910566
3,비서관,2.236206916240303e-5
4,비서관,6.440322354234357e-5
5,비서관,4.648661690435057e-20
6,비서관,7.097533931505595e-15
7,비서관,7.461155851363887e-122
8,비서관,4.696588506655401e-4
9,비서관,2.2413644102168054e-4
1,기능,8.73867148286857e-4
2,기능,9.519068096923882e-24
3,기능,4.907649223661222e-4
4,기능,3.3879461892251004e-4
5,기능,1.28641447536181e-4
6,기능,2.401638278901214e-4
7,기능,9.312193684165928e-4
8,기능,3.394680503608846e-4
9,기능,0.0024206978035475712
1,공개,0.004327148157610647
2,공개,0.001502780867874317
3,공개,4.3396206577866195e-4
4,공개,0.0010809202116697206
5,공개,4.5908934983282224e-15
6,공개,9.366051482341302e-4
7,공개,0.0012371483048525137
8,공개,0.004956329004417268
9,공개,0.001592396634665564
1,법안,1.1029155116318313e-4
2,법안,0.02283150696664897
3,법안,4.239486651601422e-4
4,법안,0.003070767765887724
5,법안,0.009996039881772707
6,법안,0.0030421119731775946
7,법안,2.111623603062408e-11
8,법안,0.003425983866475456
9,법안,3.4903374158545337e-4
1,재벌,8.214770358513833e-35
2,재벌,1.613668404808809e-187
3,재벌,2.83755943745524e-20
4,재벌,2.7241866810772296e-42
5,재벌,1.067067975837947e-187
6,재벌,0.0015765784174045189
7,재벌,1.670314327844786e-40
8,재벌,1.7575168473700576e-21
9,재벌,0.001136110627097433
1,언론인,7.281783690052995e-20
2,언론인,0.0011591340257194641
3,언론인,2.8574552704036454e-4
4,언론인,2.8040611401015424e-22
5,언론인,0.003342297749406732
6,언론인,2.866752308028547e-23
7,언론인,2.6006971761433647e-16
8,언론인,1.7606360869048042e-12
9,언론인,9.667466681601669e-5
1,공무원연금,2.0783101657566943e-27
2,공무원연금,3.424060701100118e-4
3,공무원연금,0.0011544142357841716
4,공무원연금,1.33992732954835e-34
5,공무원연금,1.707397177258891e-179
6,공무원연금,0.001170088365746068
7,공무원연금,1.5543360856425529e-176
8,공무원연금,5.127910656428809e-160
9,공무원연금,1.236383072530468e-4
1,발효,2.01937697870249e-152
2,발효,1.0283018621775561e-4
3,발효,5.273463531818193e-37
4,발효,9.664086373600958e-179
5,발효,1.7255017693897075e-9
6,발효,6.127866118478447e-177
7,발효,6.735248103314038e-181
8,발효,1.1931306559029732e-46
9,발효,0.0010614141394424267
1,방지,0.009935791886901963
2,방지,0.0036454188504752255
3,방지,0.0039799792949217
4,방지,0.010763807259660807
5,방지,0.010510544169498098
6,방지,0.0023047361311178288
7,방지,0.003781062781038669
8,방지,0.005703443618953937
9,방지,0.0032068349135188916
1,원칙,8.785978815069866e-4
2,원칙,8.192788599341534e-4
3,원칙,0.0021787147686278085
4,원칙,3.826282535480262e-4
5,원칙,0.0020405011681502378
6,원칙,3.187037268641044e-4
7,원칙,0.0013671773417517294
8,원칙,2.144279332797526e-13
9,원칙,6.103511946496396e-4
1,계획,0.0010772697385154698
2,계획,0.002154697949971481
3,계획,2.711952096619438e-4
4,계획,3.186906419882934e-20
5,계획,1.632115224581541e-8
6,계획,0.0022916432319700637
7,계획,0.002759019140933319
8,계획,0.0015050065024965178
9,계획,9.227282711316039e-4
1,부분,4.1657077284323305e-4
2,부분,0.0017345591522493727
3,부분,5.660139751191246e-4
4,부분,0.0012329802814474776
5,부분,0.008686691619603622
6,부분,0.0022215627653652125
7,부분,7.049466592380397e-4
8,부분,7.036846491458492e-4
9,부분,3.903342549370532e-4
1,때문,7.465093861026158e-4
2,때문,0.0019431985498531822
3,때문,0.0012498922134321748
4,때문,0.0026730347904278195
5,때문,0.005952960394197955
6,때문,0.004072488579284215
7,때문,0.0026735516941064678
8,때문,0.002643682543384249
9,때문,0.004071493036822405
1,정경유착,9.037364300782431e-184
2,정경유착,1.6633654099684142e-185
3,정경유착,6.82250334806093e-21
4,정경유착,1.1273909423701492e-38
5,정경유착,1.6145182607821512e-30
6,정경유착,6.576819910592203e-38
7,정경유착,6.225826452564388e-184
8,정경유착,1.2088105040009329e-4
9,정경유착,0.0010976921727200912
1,가이드라인,9.537096979518306e-4
2,가이드라인,5.3125931702787936e-5
3,가이드라인,4.018535854523231e-166
4,가이드라인,1.072602448669203e-6
5,가이드라인,4.1448614214413076e-4
6,가이드라인,2.1377579364923195e-4
7,가이드라인,9.90341839514011e-28
8,가이드라인,1.3699986447878742e-14
9,가이드라인,0.0011130148616720111
1,자유한국당,1.881301281116251e-26
2,자유한국당,1.802447103814051e-15
3,자유한국당,6.812897291683453e-22
4,자유한국당,0.008503108419034091
5,자유한국당,1.417062515266356e-17
6,자유한국당,2.833376354406308e-8
7,자유한국당,3.8919484350199475e-25
8,자유한국당,1.473224020140603e-27
9,자유한국당,1.9274289524949746e-37
1,사적,0.010242438032705269
2,사적,0.007219375984429503
3,사적,8.006831243772785e-20
4,사적,0.004253260505736236
5,사적,4.6131216796654146e-4
6,사적,6.60585141096012e-4
7,사적,1.8927181716574875e-4
8,사적,0.0030779095445752176
9,사적,7.559151546485999e-4
1,자신,0.006441930134782237
2,자신,0.0022583282044601233
3,자신,0.001057859616785141
4,자신,0.0039229415832710895
5,자신,0.0019731705513065484
6,자신,6.130959667286265e-15
7,자신,0.0011666626600087564
8,자신,0.0017802619210638504
9,자신,0.0015222474704887387
1,입법,8.261480493973103e-4
2,입법,0.012655084810166741
3,입법,0.002752863075531488
4,입법,0.005571798904469999
5,입법,0.005801619191626972
6,입법,0.001240128512208646
7,입법,0.003229962979328521
8,입법,8.506274846896424e-4
9,입법,0.0012601523123043912
1,자문,0.0014774913853580728
2,자문,5.884016830697556e-6
3,자문,6.881227624389091e-5
4,자문,8.077765993559852e-4
5,자문,2.9684625169902775e-10
6,자문,1.2163298834381809e-26
7,자문,2.9910657503477382e-64
8,자문,0.0034526848116832685
9,자문,6.854838839913115e-4
1,사모,2.532622519207708e-28
2,사모,6.657888303269045e-191
3,사모,0.002682616465521141
4,사모,0.001418649403627893
5,사모,6.743053099014646e-190
6,사모,4.4118853621828795e-185
7,사모,3.179614712738109e-179
8,사모,2.9590684548519364e-30
9,사모,4.663701334386019e-188
1,조국,1.8475553924393292e-4
2,조국,1.3601517200236949e-11
3,조국,0.003080627481299551
4,조국,9.7279095144459e-4
5,조국,1.4893755023007438e-47
6,조국,1.0274543753375765e-21
7,조국,8.660131857611604e-41
8,조국,0.0020347218856980563
9,조국,2.6245186531769273e-13
1,배정,2.4151332089886106e-4
2,배정,2.878564266108198e-22
3,배정,3.138521638812966e-33
4,배정,1.63471163572269e-4
5,배정,3.3436059569655014e-39
6,배정,2.5675385301700783e-39
7,배정,7.070774306094241e-74
8,배정,0.0032945703378867712
9,배정,6.726024738642487e-32
1,상임위,2.387459331073132e-19
2,상임위,0.0034304961042689827
3,상임위,5.4311471275354435e-11
4,상임위,0.0016052551372883743
5,상임위,8.330403023832293e-11
6,상임위,4.758265272005193e-37
7,상임위,4.375929625258209e-15
8,상임위,0.007377085305182561
9,상임위,1.0908270639943745e-22
1,지방의회,3.3882978846163086e-4
2,지방의회,0.001091877972904809
3,지방의회,5.56367130974296e-32
4,지방의회,6.521961736872619e-34
5,지방의회,6.657713600626813e-174
6,지방의회,6.376064244210077e-166
7,지방의회,7.251682613966901e-5
8,지방의회,5.982834130387168e-11
9,지방의회,9.377759444428851e-4
1,마련,0.005236805445234879
2,마련,0.0024775932615032662
3,마련,0.004188045550109765
4,마련,0.0028083881163811844
5,마련,0.0013325948012910661
6,마련,0.00120180182789724
7,마련,0.002236796069793129
8,마련,8.728791435381447e-5
9,마련,0.0032357160105570284
1,출신,8.230777505782435e-5
2,출신,1.7670461753366068e-10
3,출신,4.323367509695997e-4
4,출신,0.0012413101230398177
5,출신,3.422726664275216e-4
6,출신,0.0029421833223757477
7,출신,1.0938480445617414e-39
8,출신,0.002401885689910123
9,출신,3.968039683713669e-4
1,광명,1.9105623932306146e-63
2,광명,1.5156982405401092e-37
3,광명,1.0226384167475506e-19
4,광명,9.536964029694484e-54
5,광명,4.978145998566001e-114
6,광명,2.2062158617955126e-185
7,광명,0.00594812286949755
8,광명,8.213276909388331e-52
9,광명,2.4791934738190214e-63
1,경찰,3.276684195925709e-11
2,경찰,6.1700169395062374e-18
3,경찰,5.550430015501544e-4
4,경찰,7.876391811604676e-5
5,경찰,6.829669483764498e-4
6,경찰,0.001086692571232191
7,경찰,0.004325896548487236
8,경찰,0.001580874471653672
9,경찰,5.3788425854607885e-5
1,직무관련성,0.0029080117102687373
2,직무관련성,1.1462929729142186e-8
3,직무관련성,9.480696597078243e-17
4,직무관련성,1.8908841519433906e-9
5,직무관련성,0.008205376464786043
6,직무관련성,4.41120773628354e-9
7,직무관련성,8.166068869294338e-44
8,직무관련성,9.081044805155214e-4
9,직무관련성,9.702434121959093e-17
1,총리,8.54841237921927e-36
2,총리,4.2392178848380486e-20
3,총리,7.852277755475271e-4
4,총리,5.769218096029372e-4
5,총리,1.1531305232022812e-4
6,총리,9.752861436748358e-16
7,총리,0.002206958460580671
8,총리,5.468423780190607e-11
9,총리,0.0016298379712677506
1,감사,0.001376936334494514
2,감사,1.5065912708638979e-5
3,감사,6.901881044973484e-13
4,감사,1.9684604539818942e-4
5,감사,6.651868050191811e-12
6,감사,1.1455370256755927e-17
7,감사,0.005080716555635992
8,감사,5.963880351971708e-4
9,감사,0.0037297999638694194
1,구청장,8.470569739196206e-4
2,구청장,2.7663807002034243e-69
3,구청장,3.675075755631599e-175
4,구청장,8.134813268652148e-24
5,구청장,5.208454136985003e-35
6,구청장,1.1972699835812973e-30
